epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,649.694,0.54419,0.29808,0.89318,0.99689,1,0.995,0.85123,0.63445,0.28506,0.91458,0.0006395,0.0006395,0.0006395
150,654.047,0.57102,0.31181,0.90985,0.99767,1,0.995,0.861,0.62912,0.29144,0.91467,0.000635375,0.000635375,0.000635375
151,658.327,0.56215,0.29838,0.89611,0.99526,1,0.995,0.84677,0.67032,0.29504,0.94237,0.00063125,0.00063125,0.00063125
152,662.61,0.57574,0.30646,0.91168,0.99447,1,0.995,0.85632,0.62796,0.28402,0.91687,0.000627125,0.000627125,0.000627125
153,666.86,0.5748,0.30928,0.90801,0.99501,1,0.995,0.85988,0.65262,0.28957,0.92811,0.000623,0.000623,0.000623
154,671.21,0.5633,0.29961,0.89408,0.99739,1,0.995,0.86827,0.62548,0.27771,0.9209,0.000618875,0.000618875,0.000618875
155,675.541,0.54434,0.29136,0.89523,0.99742,1,0.995,0.86199,0.63161,0.27507,0.92912,0.00061475,0.00061475,0.00061475
156,679.84,0.55504,0.29911,0.9098,0.99788,1,0.995,0.86627,0.61411,0.2675,0.92601,0.000610625,0.000610625,0.000610625
157,684.1,0.54266,0.29653,0.8991,0.99594,1,0.995,0.85975,0.63161,0.26925,0.93227,0.0006065,0.0006065,0.0006065
158,688.428,0.54186,0.28745,0.89574,0.99556,0.99288,0.995,0.85719,0.63796,0.27462,0.93863,0.000602375,0.000602375,0.000602375
159,692.64,0.55446,0.29484,0.89819,0.99831,0.99381,0.995,0.85744,0.64689,0.27645,0.94274,0.00059825,0.00059825,0.00059825
160,696.877,0.54278,0.28897,0.9061,0.9956,0.99907,0.995,0.85711,0.62396,0.26445,0.92856,0.000594125,0.000594125,0.000594125
161,701.119,0.53841,0.28979,0.90122,0.99781,0.99351,0.995,0.84752,0.64593,0.27116,0.93279,0.00059,0.00059,0.00059
162,705.412,0.54849,0.29202,0.89782,0.99745,0.99345,0.995,0.85949,0.64306,0.27912,0.92684,0.000585875,0.000585875,0.000585875
163,709.719,0.5311,0.29215,0.89727,0.99772,0.99299,0.995,0.85684,0.6495,0.28289,0.91933,0.00058175,0.00058175,0.00058175
164,714.03,0.53332,0.28766,0.89564,0.99675,0.99394,0.995,0.858,0.64564,0.27612,0.91383,0.000577625,0.000577625,0.000577625
165,718.235,0.54602,0.28738,0.89509,0.99705,1,0.995,0.85446,0.66643,0.28037,0.92585,0.0005735,0.0005735,0.0005735
166,722.492,0.56215,0.29859,0.90144,0.99791,1,0.995,0.85123,0.64528,0.27254,0.91867,0.000569375,0.000569375,0.000569375
167,726.687,0.5464,0.29217,0.90026,0.99709,1,0.995,0.85098,0.63789,0.27529,0.92064,0.00056525,0.00056525,0.00056525
168,730.972,0.52453,0.29239,0.88991,0.99659,1,0.995,0.85578,0.62289,0.26942,0.92263,0.000561125,0.000561125,0.000561125
169,735.196,0.53674,0.28475,0.90188,0.99478,0.99901,0.995,0.85832,0.64042,0.27313,0.92753,0.000557,0.000557,0.000557
170,739.476,0.52458,0.27965,0.88914,0.99795,0.99286,0.995,0.86177,0.61454,0.26226,0.91673,0.000552875,0.000552875,0.000552875
171,743.804,0.53658,0.29013,0.89117,0.99407,0.9989,0.995,0.85877,0.6354,0.26889,0.92537,0.00054875,0.00054875,0.00054875
172,748.121,0.54372,0.29377,0.89051,0.99567,0.99989,0.995,0.87256,0.61772,0.26742,0.92321,0.000544625,0.000544625,0.000544625
173,752.415,0.54003,0.28696,0.89678,0.99601,1,0.995,0.86852,0.62673,0.27729,0.92487,0.0005405,0.0005405,0.0005405
174,756.72,0.53302,0.28645,0.89791,0.9969,1,0.995,0.86063,0.62016,0.27794,0.91323,0.000536375,0.000536375,0.000536375
175,760.948,0.53326,0.2883,0.89073,0.99782,0.99934,0.995,0.85644,0.6232,0.28484,0.89821,0.00053225,0.00053225,0.00053225
176,765.15,0.52544,0.28913,0.8875,0.99694,1,0.995,0.86268,0.60855,0.27145,0.89209,0.000528125,0.000528125,0.000528125
177,769.334,0.5311,0.28717,0.89146,0.99647,1,0.995,0.85614,0.61961,0.28104,0.8993,0.000524,0.000524,0.000524
178,773.578,0.51818,0.28492,0.88994,0.99758,1,0.995,0.85812,0.62901,0.27987,0.90111,0.000519875,0.000519875,0.000519875
179,777.823,0.5399,0.28631,0.89882,0.99839,1,0.995,0.86286,0.63372,0.27582,0.90409,0.00051575,0.00051575,0.00051575
180,782.095,0.52208,0.28052,0.88985,0.9982,1,0.995,0.86404,0.62208,0.26699,0.90922,0.000511625,0.000511625,0.000511625
181,786.363,0.5162,0.28153,0.88502,0.99821,1,0.995,0.86589,0.63152,0.2696,0.91738,0.0005075,0.0005075,0.0005075
182,790.559,0.52813,0.28228,0.89318,0.99817,1,0.995,0.86505,0.64016,0.27373,0.92258,0.000503375,0.000503375,0.000503375
183,794.882,0.51731,0.27839,0.88386,0.9981,1,0.995,0.86265,0.64471,0.26037,0.92537,0.00049925,0.00049925,0.00049925
184,799.138,0.51441,0.27135,0.87736,0.99796,1,0.995,0.86172,0.6232,0.25372,0.92224,0.000495125,0.000495125,0.000495125
185,803.491,0.50916,0.27176,0.88396,0.99786,1,0.995,0.86307,0.63712,0.26319,0.92305,0.000491,0.000491,0.000491
186,807.723,0.53476,0.27823,0.90501,0.99733,1,0.995,0.86398,0.62629,0.25708,0.91577,0.000486875,0.000486875,0.000486875
187,811.908,0.52313,0.27237,0.88774,0.99693,1,0.995,0.85746,0.62262,0.26095,0.91677,0.00048275,0.00048275,0.00048275
188,816.195,0.51906,0.27144,0.88372,0.99753,1,0.995,0.86641,0.62813,0.2566,0.92362,0.000478625,0.000478625,0.000478625
189,820.47,0.51744,0.26921,0.89254,0.99718,1,0.995,0.85912,0.64462,0.26717,0.93106,0.0004745,0.0004745,0.0004745
190,824.668,0.51567,0.27414,0.89006,0.99715,1,0.995,0.86508,0.64543,0.2669,0.92968,0.000470375,0.000470375,0.000470375
191,828.905,0.51573,0.28228,0.88815,0.99729,1,0.995,0.87024,0.6482,0.26942,0.92964,0.00046625,0.00046625,0.00046625
192,833.179,0.50833,0.27649,0.88717,0.99679,1,0.995,0.86745,0.64349,0.2741,0.93212,0.000462125,0.000462125,0.000462125
193,837.4,0.51177,0.27555,0.88061,0.99754,1,0.995,0.87157,0.63202,0.26925,0.92028,0.000458,0.000458,0.000458
194,841.694,0.51086,0.27231,0.88373,0.99819,1,0.995,0.87248,0.62571,0.26486,0.91954,0.000453875,0.000453875,0.000453875
195,845.949,0.51615,0.27461,0.89189,0.9978,1,0.995,0.86191,0.63893,0.26877,0.92986,0.00044975,0.00044975,0.00044975
196,850.193,0.51215,0.27272,0.88457,0.99762,1,0.995,0.86024,0.65035,0.26812,0.92988,0.000445625,0.000445625,0.000445625
197,854.513,0.50121,0.26765,0.89246,0.99767,1,0.995,0.86285,0.64532,0.26389,0.93103,0.0004415,0.0004415,0.0004415
198,858.809,0.50073,0.26605,0.87665,0.99794,1,0.995,0.86192,0.63539,0.26396,0.92509,0.000437375,0.000437375,0.000437375
199,863.125,0.51228,0.26535,0.88639,0.99779,1,0.995,0.86266,0.62604,0.26318,0.92109,0.00043325,0.00043325,0.00043325
200,867.388,0.50307,0.26953,0.87827,0.99805,1,0.995,0.85606,0.64127,0.26206,0.93423,0.000429125,0.000429125,0.000429125
201,871.582,0.5067,0.26456,0.88896,0.99749,1,0.995,0.85942,0.63931,0.25527,0.93249,0.000425,0.000425,0.000425
202,875.792,0.50821,0.2658,0.88483,0.99745,1,0.995,0.86827,0.63404,0.25711,0.93151,0.000420875,0.000420875,0.000420875
203,880.021,0.49547,0.2649,0.87991,0.99759,1,0.995,0.85933,0.6399,0.26432,0.92275,0.00041675,0.00041675,0.00041675
204,884.248,0.50217,0.26431,0.87962,0.99773,1,0.995,0.85967,0.63715,0.26815,0.91293,0.000412625,0.000412625,0.000412625
205,888.543,0.50587,0.25888,0.88772,0.99774,1,0.995,0.86054,0.63152,0.26778,0.90776,0.0004085,0.0004085,0.0004085
206,892.864,0.50201,0.26594,0.88627,0.99739,1,0.995,0.86024,0.64156,0.27064,0.91528,0.000404375,0.000404375,0.000404375
207,897.029,0.48624,0.25649,0.87919,0.99048,1,0.995,0.86508,0.63305,0.26783,0.91019,0.00040025,0.00040025,0.00040025
208,901.336,0.50111,0.25992,0.88533,0.99698,1,0.995,0.85443,0.65416,0.27611,0.91709,0.000396125,0.000396125,0.000396125
209,905.627,0.48586,0.25734,0.88253,0.99793,1,0.995,0.85664,0.66212,0.27118,0.92111,0.000392,0.000392,0.000392
210,909.876,0.48877,0.25694,0.87922,0.99772,1,0.995,0.85931,0.63756,0.26814,0.91102,0.000387875,0.000387875,0.000387875
211,914.234,0.50051,0.26314,0.87726,0.99818,1,0.995,0.87308,0.62466,0.25456,0.91292,0.00038375,0.00038375,0.00038375
212,918.622,0.49109,0.25362,0.88321,0.99804,1,0.995,0.8788,0.61695,0.25876,0.91399,0.000379625,0.000379625,0.000379625
213,922.951,0.48442,0.2572,0.8762,0.99818,1,0.995,0.87194,0.62676,0.25715,0.91902,0.0003755,0.0003755,0.0003755
214,927.164,0.48316,0.25252,0.87699,0.99833,1,0.995,0.86538,0.6302,0.25449,0.9176,0.000371375,0.000371375,0.000371375
215,931.385,0.49108,0.26024,0.86951,0.99774,1,0.995,0.86754,0.63795,0.2597,0.91857,0.00036725,0.00036725,0.00036725
216,935.582,0.48574,0.25438,0.87701,0.99698,0.9997,0.995,0.86217,0.63049,0.24993,0.91946,0.000363125,0.000363125,0.000363125
217,939.855,0.47815,0.25471,0.87383,0.99575,0.99913,0.995,0.86307,0.62461,0.25365,0.91844,0.000359,0.000359,0.000359
218,944.148,0.48748,0.25728,0.88358,0.99452,0.99889,0.995,0.86368,0.63372,0.26133,0.92834,0.000354875,0.000354875,0.000354875
219,948.406,0.47107,0.24975,0.87226,0.99836,0.99417,0.995,0.86122,0.62524,0.25619,0.9229,0.00035075,0.00035075,0.00035075
220,952.714,0.47501,0.24768,0.88086,0.99828,0.99391,0.995,0.87038,0.62634,0.25607,0.91953,0.000346625,0.000346625,0.000346625
221,956.98,0.47346,0.25134,0.88221,0.99433,0.99874,0.995,0.87062,0.62757,0.25936,0.91475,0.0003425,0.0003425,0.0003425
222,961.331,0.48714,0.25648,0.87547,0.99863,0.99373,0.995,0.86452,0.62786,0.25756,0.91333,0.000338375,0.000338375,0.000338375
223,965.602,0.48202,0.25675,0.87335,0.99481,0.99373,0.995,0.86001,0.63024,0.26068,0.91796,0.00033425,0.00033425,0.00033425
224,969.864,0.47982,0.24925,0.87727,0.99079,0.99407,0.995,0.85886,0.63252,0.25622,0.92122,0.000330125,0.000330125,0.000330125
225,974.138,0.46684,0.24605,0.86649,0.98612,1,0.995,0.86093,0.63219,0.25852,0.913,0.000326,0.000326,0.000326
226,978.35,0.48699,0.25364,0.88184,0.9901,0.99919,0.995,0.86711,0.62645,0.25814,0.91017,0.000321875,0.000321875,0.000321875
227,982.608,0.46706,0.24909,0.87401,0.99768,1,0.995,0.86484,0.63163,0.2563,0.91936,0.00031775,0.00031775,0.00031775
228,986.877,0.47775,0.25447,0.87948,0.99758,1,0.995,0.86341,0.62525,0.25232,0.92149,0.000313625,0.000313625,0.000313625
229,991.093,0.45013,0.24179,0.864,0.99799,1,0.995,0.86825,0.61605,0.24177,0.91789,0.0003095,0.0003095,0.0003095
230,995.461,0.47861,0.25307,0.87583,0.99784,1,0.995,0.86777,0.62262,0.24856,0.91695,0.000305375,0.000305375,0.000305375
231,999.749,0.46575,0.24474,0.86457,0.99763,1,0.995,0.86344,0.62346,0.25115,0.91591,0.00030125,0.00030125,0.00030125
232,1004.02,0.45842,0.24567,0.87137,0.99789,1,0.995,0.85894,0.63039,0.25231,0.91719,0.000297125,0.000297125,0.000297125
233,1008.27,0.46797,0.24724,0.87086,0.99835,1,0.995,0.86972,0.62861,0.25031,0.91922,0.000293,0.000293,0.000293
234,1012.56,0.47831,0.25075,0.87069,0.99813,1,0.995,0.86743,0.63667,0.25267,0.92181,0.000288875,0.000288875,0.000288875
235,1016.84,0.49416,0.25092,0.87841,0.99808,1,0.995,0.8649,0.63588,0.25567,0.91866,0.00028475,0.00028475,0.00028475
236,1021.11,0.4671,0.25014,0.87181,0.99774,1,0.995,0.8658,0.62731,0.25713,0.91572,0.000280625,0.000280625,0.000280625
237,1025.43,0.45938,0.24419,0.8641,0.99762,1,0.995,0.86209,0.62732,0.25302,0.91598,0.0002765,0.0002765,0.0002765
238,1029.76,0.46782,0.2431,0.8697,0.99799,1,0.995,0.86236,0.62784,0.25375,0.919,0.000272375,0.000272375,0.000272375
239,1034.05,0.45006,0.23802,0.86847,0.99833,1,0.995,0.85695,0.63182,0.25083,0.92047,0.00026825,0.00026825,0.00026825
240,1038.25,0.46387,0.24595,0.87085,0.99804,1,0.995,0.85998,0.63022,0.24919,0.91424,0.000264125,0.000264125,0.000264125
241,1042.6,0.45409,0.23949,0.87286,0.99824,1,0.995,0.8655,0.62907,0.2477,0.90834,0.00026,0.00026,0.00026
242,1046.87,0.47272,0.24231,0.86514,0.99829,1,0.995,0.86532,0.62259,0.24162,0.90306,0.000255875,0.000255875,0.000255875
243,1051.14,0.45368,0.23475,0.86793,0.99826,1,0.995,0.86966,0.61972,0.2432,0.90286,0.00025175,0.00025175,0.00025175
244,1055.54,0.44788,0.23765,0.86589,0.99839,1,0.995,0.86373,0.62278,0.24514,0.90312,0.000247625,0.000247625,0.000247625
245,1059.88,0.44606,0.23969,0.87066,0.99826,1,0.995,0.86756,0.62562,0.24722,0.90865,0.0002435,0.0002435,0.0002435
246,1064.21,0.4542,0.2392,0.86934,0.99813,1,0.995,0.86673,0.6285,0.24413,0.9143,0.000239375,0.000239375,0.000239375
247,1068.45,0.45948,0.24251,0.86951,0.99823,1,0.995,0.86524,0.63505,0.24418,0.91596,0.00023525,0.00023525,0.00023525
248,1072.7,0.45527,0.2327,0.87039,0.9982,1,0.995,0.86346,0.63167,0.24332,0.91333,0.000231125,0.000231125,0.000231125
249,1076.95,0.45758,0.23847,0.87663,0.99794,1,0.995,0.86116,0.6335,0.2451,0.91354,0.000227,0.000227,0.000227
250,1081.28,0.45074,0.23841,0.87352,0.99791,1,0.995,0.86253,0.63077,0.24164,0.90937,0.000222875,0.000222875,0.000222875
251,1085.58,0.43734,0.23168,0.86377,0.99783,1,0.995,0.86378,0.62898,0.24063,0.90897,0.00021875,0.00021875,0.00021875
252,1089.89,0.44878,0.23755,0.86572,0.99811,1,0.995,0.87019,0.63056,0.2422,0.91049,0.000214625,0.000214625,0.000214625
253,1094.2,0.45806,0.23889,0.86777,0.99826,1,0.995,0.86421,0.63542,0.24322,0.91597,0.0002105,0.0002105,0.0002105
254,1098.43,0.44532,0.23268,0.86297,0.99803,1,0.995,0.86599,0.63508,0.24351,0.91633,0.000206375,0.000206375,0.000206375
255,1102.7,0.44418,0.23351,0.87199,0.99791,1,0.995,0.87172,0.62613,0.24103,0.91672,0.00020225,0.00020225,0.00020225
256,1106.99,0.43212,0.22656,0.85648,0.99785,1,0.995,0.86991,0.62696,0.24007,0.92021,0.000198125,0.000198125,0.000198125
257,1111.28,0.43762,0.22713,0.86225,0.99795,1,0.995,0.86636,0.62879,0.24142,0.92078,0.000194,0.000194,0.000194
258,1115.56,0.44192,0.23734,0.8667,0.99804,1,0.995,0.86789,0.6323,0.24131,0.92108,0.000189875,0.000189875,0.000189875
259,1119.87,0.43166,0.23054,0.86407,0.99802,1,0.995,0.86984,0.63917,0.23921,0.92183,0.00018575,0.00018575,0.00018575
260,1124.31,0.43653,0.22744,0.86325,0.99798,1,0.995,0.86482,0.64439,0.24149,0.92295,0.000181625,0.000181625,0.000181625
261,1128.63,0.44531,0.23403,0.8673,0.99793,1,0.995,0.86521,0.64799,0.24344,0.92482,0.0001775,0.0001775,0.0001775
262,1132.86,0.44425,0.23372,0.87189,0.99802,1,0.995,0.86958,0.64298,0.24313,0.92565,0.000173375,0.000173375,0.000173375
263,1137.16,0.44582,0.2342,0.86398,0.99818,1,0.995,0.87009,0.63925,0.2395,0.92451,0.00016925,0.00016925,0.00016925
264,1141.31,0.44191,0.23278,0.86712,0.99828,1,0.995,0.86744,0.64225,0.24333,0.92152,0.000165125,0.000165125,0.000165125
265,1145.56,0.41997,0.22227,0.8555,0.99832,1,0.995,0.86585,0.64451,0.24327,0.92258,0.000161,0.000161,0.000161
266,1149.76,0.43637,0.22938,0.86439,0.99826,1,0.995,0.86784,0.63698,0.23511,0.92505,0.000156875,0.000156875,0.000156875
267,1154.08,0.43402,0.22653,0.85663,0.99809,1,0.995,0.86851,0.63542,0.239,0.9299,0.00015275,0.00015275,0.00015275
268,1158.26,0.43017,0.22572,0.86044,0.99877,1,0.995,0.86519,0.63317,0.23796,0.93167,0.000148625,0.000148625,0.000148625
269,1162.39,0.43431,0.2285,0.86359,0.99866,1,0.995,0.86665,0.62971,0.2386,0.93169,0.0001445,0.0001445,0.0001445
270,1166.69,0.43052,0.22386,0.86138,0.99864,1,0.995,0.86807,0.63017,0.23888,0.93401,0.000140375,0.000140375,0.000140375
271,1170.92,0.429,0.22587,0.85865,0.99868,1,0.995,0.86654,0.63479,0.23651,0.93925,0.00013625,0.00013625,0.00013625
272,1175.14,0.4294,0.22662,0.86008,0.99892,1,0.995,0.86911,0.6338,0.23428,0.9397,0.000132125,0.000132125,0.000132125
273,1179.39,0.42783,0.22567,0.87193,0.99892,1,0.995,0.86761,0.63459,0.2348,0.94054,0.000128,0.000128,0.000128
274,1183.51,0.41891,0.22163,0.85865,0.99883,1,0.995,0.86793,0.63416,0.23217,0.93995,0.000123875,0.000123875,0.000123875
275,1187.71,0.41793,0.21926,0.86358,0.99875,1,0.995,0.86982,0.63305,0.23022,0.93877,0.00011975,0.00011975,0.00011975
276,1191.91,0.41616,0.21651,0.86396,0.99921,1,0.995,0.86914,0.63066,0.23005,0.93751,0.000115625,0.000115625,0.000115625
277,1196.21,0.42181,0.22421,0.86338,0.99762,1,0.995,0.86751,0.62787,0.23119,0.93534,0.0001115,0.0001115,0.0001115
278,1200.44,0.41883,0.22058,0.86196,0.99778,1,0.995,0.86863,0.6291,0.23384,0.93263,0.000107375,0.000107375,0.000107375
279,1204.63,0.43613,0.22644,0.87244,0.9989,1,0.995,0.86659,0.6303,0.23422,0.92795,0.00010325,0.00010325,0.00010325
280,1208.94,0.41871,0.21954,0.85935,0.99809,1,0.995,0.86624,0.63306,0.23684,0.92626,9.9125e-05,9.9125e-05,9.9125e-05
281,1213.24,0.43156,0.22391,0.86499,0.99815,1,0.995,0.86733,0.64089,0.24169,0.92826,9.5e-05,9.5e-05,9.5e-05
282,1217.55,0.41167,0.21414,0.85112,0.99825,1,0.995,0.86857,0.64227,0.2402,0.92691,9.0875e-05,9.0875e-05,9.0875e-05
283,1221.8,0.40771,0.21375,0.85531,0.99829,1,0.995,0.86715,0.63576,0.23943,0.92359,8.675e-05,8.675e-05,8.675e-05
284,1225.94,0.41025,0.21921,0.85276,0.99831,1,0.995,0.86846,0.63157,0.23725,0.91972,8.2625e-05,8.2625e-05,8.2625e-05
285,1230.21,0.41533,0.21779,0.86239,0.99834,1,0.995,0.87146,0.63154,0.23457,0.91656,7.85e-05,7.85e-05,7.85e-05
286,1234.53,0.41699,0.21683,0.85401,0.99831,1,0.995,0.87029,0.63543,0.23585,0.91672,7.4375e-05,7.4375e-05,7.4375e-05
287,1238.76,0.41759,0.21435,0.85686,0.99828,1,0.995,0.86565,0.63838,0.23615,0.91673,7.025e-05,7.025e-05,7.025e-05
288,1242.94,0.41265,0.21389,0.85619,0.99821,1,0.995,0.86749,0.637,0.23518,0.91639,6.6125e-05,6.6125e-05,6.6125e-05
289,1247.25,0.40156,0.21162,0.85278,0.99814,1,0.995,0.86593,0.63604,0.23596,0.91537,6.2e-05,6.2e-05,6.2e-05
290,1251.53,0.40344,0.21359,0.85664,0.9982,1,0.995,0.86772,0.63881,0.23593,0.91725,5.7875e-05,5.7875e-05,5.7875e-05
291,1255.69,0.37843,0.20539,0.82031,0.99817,1,0.995,0.86693,0.64253,0.235,0.91973,5.375e-05,5.375e-05,5.375e-05
292,1259.78,0.36953,0.19337,0.82001,0.99801,1,0.995,0.86358,0.6466,0.23514,0.91925,4.9625e-05,4.9625e-05,4.9625e-05
293,1263.88,0.36051,0.18928,0.82038,0.99782,1,0.995,0.86366,0.64814,0.23566,0.91921,4.55e-05,4.55e-05,4.55e-05
294,1267.9,0.3571,0.18706,0.81773,0.99755,1,0.995,0.86444,0.64529,0.23585,0.91837,4.1375e-05,4.1375e-05,4.1375e-05
295,1271.85,0.34731,0.18614,0.81501,0.99733,1,0.995,0.86501,0.64332,0.23621,0.9173,3.725e-05,3.725e-05,3.725e-05
296,1275.96,0.36213,0.18945,0.8078,0.99734,1,0.995,0.86411,0.64422,0.23693,0.918,3.3125e-05,3.3125e-05,3.3125e-05
297,1280.26,0.3564,0.18663,0.81785,0.99757,1,0.995,0.86686,0.64508,0.23876,0.91995,2.9e-05,2.9e-05,2.9e-05
298,1284.4,0.35115,0.18538,0.81034,0.99776,1,0.995,0.86847,0.64487,0.23934,0.92156,2.4875e-05,2.4875e-05,2.4875e-05
299,1288.49,0.35306,0.18317,0.80969,0.99792,1,0.995,0.86463,0.64454,0.239,0.92221,2.075e-05,2.075e-05,2.075e-05
300,1292.51,0.35523,0.18341,0.80719,0.99808,1,0.995,0.86759,0.64494,0.23942,0.92353,1.6625e-05,1.6625e-05,1.6625e-05
